2016-09-06 09:44:27|INFO|用户快捷登录：|00000000037
2016-09-06 09:52:13|INFO|用户快捷登录：|00000000037
2016-09-06 09:52:57|INFO|9 库存不足 1
2016-09-06 09:52:59|INFO|9 库存不足 1
2016-09-06 09:53:00|INFO|9 库存不足 1
2016-09-06 09:53:24|INFO|9 库存不足 1
2016-09-06 09:54:08|INFO|9 库存不足 1
2016-09-06 09:54:10|INFO|DDC2016090610252545 扫码出库|6921734976512
2016-09-06 09:54:15|INFO|DDC2016090610252545 扫码出库|6921734976512
2016-09-06 10:02:44|INFO|用户快捷登录：|00000000037
2016-09-06 10:03:01|INFO|DDC2016090610254484 扫码出库|6921734976512
2016-09-06 10:03:14|INFO|订单出库|DDC2016090610254484
2016-09-06 10:04:01|INFO|DDR2016090648564855|3921744976512
2016-09-06 10:04:01|INFO|条码未登录：|3921744976512
2016-09-06 10:04:11|INFO|DDR2016090648564855|6921734976512
2016-09-06 10:04:11|INFO|类别未登录：|6921734976512
2016-09-06 10:04:13|INFO|DDR2016090648564855|6921734976512
2016-09-06 10:04:30|INFO|订单入库|DDR2016090648564855
2016-09-06 10:07:20|INFO|用户快捷登录：|00000000037
2016-09-06 10:07:30|INFO|DDR2016090610152549|6921734976512
2016-09-06 10:07:30|INFO|类别未登录：|6921734976512
2016-09-06 10:07:31|INFO|DDR2016090610152549|6921734976512
2016-09-06 10:07:48|INFO|订单入库|DDR2016090610152549
2016-09-06 14:00:18|INFO|用户快捷登录：|00000000077
2016-09-06 14:03:39|INFO|用户快捷登录：|00000000077
2016-09-06 14:05:19|INFO|用户快捷登录：|00000000077
2016-09-06 14:10:07|INFO|用户快捷登录：|00000000077
2016-09-06 14:17:57|INFO|用户注册：|89
2016-09-06 14:18:07|INFO|用户快捷登录：|00000000077
2016-09-06 14:20:03|INFO|用户快捷登录：|00000000077
2016-09-06 14:21:25|INFO|用户快捷登录：|00000000077
2016-09-06 14:21:56|INFO|用户快捷登录：|00000000077
2016-09-06 14:24:03|INFO|用户注册：|90
2016-09-06 14:26:08|INFO|用户登录：|18513363628
2016-09-06 14:34:38|INFO|用户快捷登录：|00000000089
2016-09-06 14:35:19|INFO|用户快捷登录：|00000000089
2016-09-06 14:35:52|INFO|用户快捷登录：|00000000089
2016-09-06 15:08:41|INFO|用户快捷登录：|00000000089
2016-09-06 15:10:55|INFO|用户快捷登录：|00000000089
2016-09-06 15:11:14|INFO|用户登录：|18513363627
2016-09-06 15:12:21|INFO|用户登录：|18513363627
2016-09-06 15:14:39|INFO|订单出库|DDC2016090610252545
2016-09-06 17:01:55|INFO|用户快捷登录：|00000000077
2016-09-06 17:02:26|INFO|用户快捷登录：|00000000077
2016-09-06 17:03:40|INFO|用户快捷登录：|00000000077
2016-09-06 17:19:49|INFO|用户登录：|18513363627
2016-09-06 17:48:18|INFO|用户快捷登录：|00000000077
2016-09-06 17:51:33|INFO|用户快捷登录：|00000000037
2016-09-06 17:54:36|INFO|用户快捷登录：|00000000037
2016-09-06 17:55:54|INFO|用户登录：|18513363627
2016-09-06 17:56:43|INFO|用户快捷登录：|00000000037
2016-09-06 17:58:38|INFO|用户登录：|18513363627
2016-09-06 18:01:17|INFO|用户快捷登录：|00000000037
2016-09-06 18:03:07|INFO|用户快捷登录：|00000000037
2016-09-06 18:34:10|INFO|用户快捷登录：|00000000037
2016-09-06 19:43:07|INFO|用户快捷登录：|00000000037
2016-09-06 19:46:14|INFO|用户快捷登录：|00000000037
2016-09-06 19:56:24|INFO|用户快捷登录：|00000000037
2016-09-06 19:58:09|INFO|用户快捷登录：|00000000037
2016-09-06 19:59:04|INFO|用户快捷登录：|00000000037
2016-09-06 20:14:08|INFO|用户快捷登录：|00000000037
2016-09-06 20:32:01|INFO|DDR2016090610057541|6924090700135
2016-09-06 20:32:01|INFO|类别未登录：|6924090700135
2016-09-06 20:32:02|INFO|DDR2016090610057541|6924090700135
2016-09-06 20:32:30|INFO|订单入库|DDR2016090610057541
2016-09-06 20:35:42|INFO|DDR2016090697555054|6924090700135
2016-09-06 20:35:42|INFO|类别未登录：|6924090700135
2016-09-06 20:36:41|INFO|订单入库|DDR2016090697555054
2016-09-06 20:56:15|INFO|DDR2016090698579897|6924090700135
2016-09-06 20:56:15|INFO|类别未登录：|6924090700135
2016-09-06 20:56:50|INFO|订单入库|DDR2016090698579897
2016-09-06 21:09:14|INFO|用户快捷登录：|00000000037
2016-09-06 21:14:12|INFO|用户快捷登录：|00000000037
2016-09-06 21:17:10|INFO|用户快捷登录：|00000000037
2016-09-06 21:17:15|INFO|用户快捷登录：|00000000037
2016-09-06 21:18:06|INFO|用户打卡|00000000037+card+1
2016-09-06 21:18:19|INFO|DDR2016090656515349|6924090700135
2016-09-06 21:18:19|INFO|类别未登录：|6924090700135
2016-09-06 21:19:09|INFO|订单入库|DDR2016090656515349
2016-09-06 21:19:19|INFO|9 库存不足 1
