2016-09-10 09:47:27|INFO|用户快捷登录：|00000000131
2016-09-10 15:38:07|INFO|用户快捷登录：|00000000131
2016-09-10 15:39:00|INFO|用户打卡|00000000131+card+1
2016-09-10 15:39:06|INFO|用户打卡|00000000131+card+1
2016-09-10 15:39:24|INFO|DDR2016091098975449|6921899964058
2016-09-10 15:39:34|INFO|DDR2016091098975449|6921899964058
2016-09-10 15:39:52|INFO|用户快捷登录：|00000000131
2016-09-10 15:40:51|INFO|DDR2016091097100551|7921898964058
2016-09-10 15:40:53|INFO|DDR2016091097100551|7921898964058
2016-09-10 15:41:46|INFO|DDR2016091055489750|6921899964058
2016-09-10 15:41:47|INFO|DDR2016091055489750|7921898964058
2016-09-10 15:41:50|INFO|DDR2016091055489750|6921899964058
2016-09-10 15:43:14|INFO|DDR2016091098481021|6921899964058
2016-09-10 15:48:47|INFO|用户登录：|18513363627
2016-09-10 15:48:59|INFO|DDR2016091056504957|6953392541290
2016-09-10 15:49:01|INFO|DDR2016091056504957|6953392541290
2016-09-10 15:49:03|INFO|DDR2016091056504957|6953392541290
2016-09-10 15:49:03|INFO|DDR2016091056504957|6953392541290
2016-09-10 15:49:04|INFO|DDR2016091056504957|6953392541290
2016-09-10 15:49:05|INFO|DDR2016091056504957|6953392541290
2016-09-10 15:49:52|INFO|DDR2016091055974852|6953392541290
2016-09-10 15:49:53|INFO|DDR2016091055974852|6953392541290
2016-09-10 15:50:16|INFO|DDR2016091051559755|6953392541290
2016-09-10 15:50:18|INFO|DDR2016091051559755|6953392541290
2016-09-10 15:50:22|INFO|DDR2016091051559755|6953392541290
2016-09-10 15:50:25|INFO|DDR2016091051559755|6953392541290
2016-09-10 15:51:22|INFO|DDR2016091057505348|6953392541290
2016-09-10 15:51:23|INFO|DDR2016091057505348|6953392541290
2016-09-10 15:51:25|INFO|DDR2016091057505348|6953392541290
2016-09-10 15:51:26|INFO|DDR2016091057505348|6953392541290
2016-09-10 15:52:28|INFO|9 库存不足 1
2016-09-10 15:52:29|INFO|9 库存不足 1
2016-09-10 15:52:44|INFO|DDR2016091056535553|6953392541290
2016-09-10 15:53:22|INFO|DDR2016091055974852|6953392541290
2016-09-10 15:53:23|INFO|DDR2016091055974852|6953392541290
2016-09-10 15:53:24|INFO|DDR2016091055974852|6953392541290
2016-09-10 15:54:33|INFO|DDR2016091050991009|6953392541290
2016-09-10 15:54:34|INFO|DDR2016091050991009|3913382541290
2016-09-10 16:05:34|INFO|用户登录：|18513363627
2016-09-10 16:32:46|INFO|用户快捷登录：|00000000037
